Recency,Frequency,Monetary,Cluster
23,1,382.8,0
217,6,600.52,0
14,1,49.8,0
248,1,304.25,0
14,4,1998.49,0
77,3,1084.34,0
191,3,274.51,0
261,1,207.79999999999998,0
71,1,957.97,0
150,3,212.96,0
63,2,896.0,0
94,2,689.13,0
3,21,5083.06,0
105,1,163.8,0
199,3,1396.99,0
156,1,160.42000000000002,0
70,4,1979.3,0
35,2,517.36,0
28,1,139.10000000000002,0
1,6,2621.38,0
25,5,600.07,0
325,1,248.42,0
236,1,232.48000000000002,0
88,1,299.34000000000003,0
30,1,481.75,0
28,2,621.75,0
205,4,626.38,0
2,11,2019.77,0
219,2,297.78000000000003,0
21,6,1033.31,0
92,1,443.0,0
1,27,6315.2300000000005,0
263,1,158.95000000000002,0
2,17,5361.02,0
38,14,5192.1,0
217,1,93.75,0
49,3,769.2,0
11,20,7276.900000000001,0
8,10,2716.6000000000004,0
191,6,2066.17,0
81,5,582.47,0
325,1,440.0,0
71,3,1796.48,0
29,6,882.24,0
2,5,987.1,0
218,5,1561.6100000000001,0
45,1,422.58,0
9,18,2058.09,0
71,4,2232.4900000000002,0
6,8,2507.56,0
23,2,596.1,0
113,4,783.02,0
16,1,95.34,0
300,2,342.92,0
86,1,4314.72,0
50,2,526.67,0
88,1,103.3,0
354,1,-50.1,0
38,12,2265.38,0
24,3,2338.6000000000004,0
172,8,2595.0,0
42,2,324.24,0
139,1,149.48,0
22,4,1211.08,0
71,2,801.51,0
133,2,0.0,0
357,2,138.9,0
37,3,238.95000000000002,0
2,7,3064.78,0
1,3,204.0,0
17,2,1.7763568394002505e-15,0
20,3,323.36,0
57,2,97.63,0
73,1,173.9,0
277,1,180.60000000000002,0
180,1,80.82,0
7,3,176.6,0
3,16,2094.88,0
42,3,1837.28,0
